,bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher,title_lower,categories,thumbnail,description,published_year,num_pages
309,1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,0872203948,9780872203945,eng,530,154,21,6/1/1998,Hackett Publishing Company  Inc.,the peloponnesian war,History,http://books.google.com/books/content?id=GP2Z7fIYJTwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents an English translation of the Greek text which provides an account of the people and events involved in the long, fifth-century conflict between Athens and Sparta, and includes notes, a glossary, and other resources.",1998.0,530.0
310,1475,Medea,Euripides/Donald J. Mastronarde,3.87,0521643864,9780521643863,grc,431,201,9,9/16/2002,Cambridge University Press,medea,Drama,http://books.google.com/books/content?id=9mViAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Medea, whose magical powers helped Jason and the Argonauts take the Golden Fleece, remains one of the strongest female characters ever to appear on stage.",2006.0,116.0
311,1475,Medea,Euripides/Donald J. Mastronarde,3.87,0521643864,9780521643863,grc,431,201,9,9/16/2002,Cambridge University Press,medea,Greek drama (Tragedy),http://books.google.com/books/content?id=s0lmnH_2MBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1976.0,130.0
312,1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,0195145666,9780195145663,eng,116,367,35,8/10/2006,Oxford University Press  USA,medea,Drama,http://books.google.com/books/content?id=9mViAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Medea, whose magical powers helped Jason and the Argonauts take the Golden Fleece, remains one of the strongest female characters ever to appear on stage.",2006.0,116.0
313,1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,0195145666,9780195145663,eng,116,367,35,8/10/2006,Oxford University Press  USA,medea,Greek drama (Tragedy),http://books.google.com/books/content?id=s0lmnH_2MBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1976.0,130.0
314,1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,0140447261,9780140447262,eng,360,164,8,1/26/2006,Penguin Classics,the bacchae and other plays,Drama,http://books.google.com/books/content?id=mWhUeP5STaEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Through their sheer range, daring innovation, flawed but eloquent characters and intriguing plots, the plays of Euripides have shocked and stimulated audiences since the fifth century BC. Phoenician Women portrays the rival sons of King Oedipus and their mother�s doomed attempts at reconciliation, while Orestes shows a son ravaged with guilt after the vengeful murder of his mother. In the Bacchae, a king mistreats a newcomer to his land, little knowing that he is the god Dionysus disguised as a mortal, while in Iphigenia at Aulis, the Greek leaders take the horrific decision to sacrifice a princess to gain favour from the gods in their mission to Troy. Finally, the Rhesus depicts a world of espionage between the warring Greek and Trojan camps.",2005.0,360.0
315,1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,0195125983,9780195125986,eng,160,154,13,2/22/2001,Oxford University Press  USA,bakkhai,Drama,http://books.google.com/books/content?id=9n_IHbgieKYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""Regarded by many as Euripides' masterpiece, Bakkhai examines both the horror and the beauty of the religious ecstasy that Dionysos brings to Thebes. His offer of closeness to nature and freedom from the constraints of civilization, especially for women, excites bitter resistance as well as fanatical acceptance."" ""Disguised as a young holy man and accompanied by his band of Asian worshipers, the god Dionysos arrives in Greece at Thebes, proclaims his godhood and his new religion, and drives the Theban women mad. When the Theban king, Pentheus, tries to imprison him, Dionysos afflicts Pentheus himself with madness and leads him, dressed as a bacchant, to the mountains, where his own mother, Agaue, and her companions tear him to pieces in an insane Bacchic frenzy.""",2001.0,160.0
316,1486,The Trojan Women and Hippolytus,Euripides,3.63,0486424626,9780486424620,eng,64,34,4,7/17/2002,Dover Publications,the trojan women and hippolytus,Drama,http://books.google.com/books/content?id=dPomDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Two literary classics of human self-understanding: The Trojan Women, one of the most powerful indictments of war ever written, and Hippolytus, a gripping depiction of the struggle to master human passion.",2002.0,64.0
317,1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,0192832603,9780192832603,eng,282,158,2,12/20/2001,Oxford University Press,orestes and other plays,Literary Criticism,http://books.google.com/books/content?id=gX1G3qlyMK0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"IonOrestesThe Phoenician WomenThe Suppliant WomenIn these four plays Euripides explores ethical and political themes,contrasting the claims of patriotism with family loyalty, pragmatism and expediency with justice, and the idea that 'might is right' with the ideal of clemency.Ion is a vivid portrait of the role of chance in human life and an exploration of family relationships, which combines a sympathetic portrait of a rape victim with remarks on Athenian xenophobia. In Orestes, the most popular of the tragedian's plays in the ancient world, Euripides explores theemotional consequences of Orestes' murder of his mother on the individuals concerned, and makes the tale resonate with advice to Athens about the threat to democracy posed by political pressure groups. The Suppliant Women is a commentary on the politics of empire, as the Athenian king Theseusdecides to use force of arms rather than persuasion against Thebes. The Phoenician Women transforms the terrible conflict between Oedipus' sons into one of the most savage indictments of civil war in Western literature by highlighting the personal tragedy it brings.",2001.0,282.0
318,1494,Alcestis,Euripides/William Arrowsmith,3.83,0195061667,9780195061666,eng,142,1950,95,2/1/1990,Oxford University Press  USA,alcestis,Medical,http://books.google.com/books/content?id=SgQiG25-5MgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"At once a vigorous translation of one of Euripides' most subtle and witty plays, and a wholly fresh interpretation, this version reveals for the first time the extraordinary formal beauty and thematic concentration of the Alcestis. William Arrowsmith rejects the standard view of the Alcestis as a psychological study of the egotist Admetos and his naive but devoted wife. His translation, instead, presents the play as a drama of human existence--in keeping with the tradition of Greek tragedy--with recognizably human characters who also represent masked embodiments of human conditions.",1989.0,142.0
319,1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,019513592X,9780195135923,eng,304,77,7,10/7/2004,Oxford University Press  USA,the oresteia,Drama,http://books.google.com/books/content?id=NtSGKcgMIlIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A trilogy of plays dramatizes the murder of Agamemnon by his wife, Clytaemnestra, the revenge of her son, Orestes, and his judgement by the court of Athena",1984.0,335.0
320,1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,019513592X,9780195135923,eng,304,77,7,10/7/2004,Oxford University Press  USA,the oresteia,Drama,http://books.google.com/books/content?id=SY9HlKSNwZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The story of the house of Atreus is a tale of incest, adultery, human sacrifice, cannibalism, and political intrigue. It is also a story in which human action is simultaneously willed and determined."".",2003.0,304.0
321,1525,The Oresteia,Aeschylus/Ted Hughes,4.02,0374527059,9780374527051,en-US,208,215,25,9/4/2004,Farrar  Straus and Giroux,the oresteia,Drama,http://books.google.com/books/content?id=NtSGKcgMIlIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A trilogy of plays dramatizes the murder of Agamemnon by his wife, Clytaemnestra, the revenge of her son, Orestes, and his judgement by the court of Athena",1984.0,335.0
322,1525,The Oresteia,Aeschylus/Ted Hughes,4.02,0374527059,9780374527051,en-US,208,215,25,9/4/2004,Farrar  Straus and Giroux,the oresteia,Drama,http://books.google.com/books/content?id=SY9HlKSNwZUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"The story of the house of Atreus is a tale of incest, adultery, human sacrifice, cannibalism, and political intrigue. It is also a story in which human action is simultaneously willed and determined."".",2003.0,304.0
323,1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,0872203905,9780872203907,eng,224,303,21,9/15/1998,Hackett Publishing Company  Inc.,oresteia,Erinyes (Greek mythology),http://books.google.com/books/content?id=ACSXuwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A brief discussion of the life of Aeschylus and the structure of early tragedy accompanies a translation of the three plays based on H.W. Smyth's Loeb Classical Library text.,1953.0,171.0
324,1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,0140441123,9780140441123,eng,160,4303,62,8/30/1961,Penguin Books,prometheus bound and other plays,Drama,http://books.google.com/books/content?id=0gbclW98ougC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aeschylus (525;456 BC) brought a new grandeur and epic sweep to the drama of classical Athens, raising it to the status of high art. In Prometheus Bound the defiant Titan Prometheus is brutally punished by Zeus for daring to improve the state of wretchedness and servitude in which mankind is kept. The Suppliants tells the story of the fifty daughters of Danaus who must flee to escape enforced marriages, while Seven Against Thebes shows the inexorable downfall of the last members of the cursed family of Oedipus. And The Persians, the only Greek tragedy to deal with events from recent Athenian history, depicts the aftermath of the defeat of Persia in the battle of Salamis, with a sympathetic portrayal of its disgraced King Xerxes. Philip Vellacott's evocative translation is accompanied by an introduction, with individual discussions of the plays, and their sources in history and mythology.",1961.0,160.0
325,1538,The Complete Plays,Sophocles/Paul Roche,4.27,0451527844,9780451527844,eng,420,2883,40,3/1/2001,New American Library,the complete plays,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,1060.0
326,1562,The Complete Plays,Aristophanes/Moses Hadas,4.21,0553213431,9780553213430,eng,577,1998,33,3/1/1984,Bantam Classics,the complete plays,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,1060.0
327,18526,The Complete Plays,Christopher Marlowe/Robert Lindsey/Frank Romany,4.07,0140436332,9780140436334,eng,752,2428,50,11/27/2003,Penguin Classics,the complete plays,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,1060.0
328,23785,The Complete Plays,Anton Chekhov/Laurence Senelick,4.47,0393048853,9780393048858,eng,1060,222,12,1/3/2006,W. W. Norton & Company,the complete plays,Drama,http://books.google.com/books/content?id=Rc8brgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A single-volume, English-language collection of all of Chekhov's plays includes previously untranslated pieces including The Power of Hypnosis, a first version of Ivanov, and early humorous dialogues. 10,000 first printing.",2006.0,1060.0
329,1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,0451621603,9780451621603,eng,390,8,1,9/1/1958,Signet Books (NY),the oedipus plays of sophocles,Drama,http://books.google.com/books/content?id=9g55SgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Contains the complete texts of Sophocles' Theban trilogy about a noble family's fall from wealth and power by pride, incest, suicide, and murder.",1996.0,288.0
330,1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,1416500332,9781416500339,eng,144,740,57,7/1/2005,Simon  Schuster,oedipus the king,Drama,http://books.google.com/books/content?id=jn1bNT1eRbMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Each volume in a collection of affordable, readable editions of some of the world's greatest works of literature features a chronology of the author's life and career, a concise introduction containing valuable background information, a timeline of significant events, an outline of key plot points and themes, detailed explanatory notes, critical analyses, discussion questions, and a list of recommended books and films.",2005.0,144.0
331,1567,Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95,0140448144,9780140448146,en-US,241,3833,120,1/30/2003,Penguin Classics,lysistrata and other plays,Drama,http://books.google.com/books/content?id=GGeyCcSXISoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In Lysistrata and The Archarnians, politics as usual takes a backseat to the machinations of, respectively, a group of women and a single peasant, while The clouds takes satiric aim at the philosophers of Athens.",2002.0,241.0
332,1571,Clouds,Aristophanes/Kenneth James Dover,3.75,0199120099,9780199120093,eng,254,13,2,12/15/1969,Oxford University Press  USA,clouds,Drama,http://books.google.com/books/content?id=avTrtwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This new translation of the play Clouds examines the two versions of the play, the history of the text, an analysis of Right and Wrong, the purpose of the chorus, and explanations of certain previously unexamined sexualjokes referred to in the play. Dover also includes notes on metrical analysis, a full commentary, and indexes.",1970.0,254.0
333,1586,Lysistrata,Aristophanes/Douglass Parker,3.85,0451616227,9780451616227,eng,98,19,2,2/1/1970,Signet,lysistrata,Literary Criticism,http://books.google.com/books/content?id=a6uQuCQuSUoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aristophanes' Lysistrata was last edited in 1928, and the last commentary was in 1927; the only previous edition in English appeared in 1911. The present edition brings the play up to date in terms of the advances made in Aristophanic scholarship in the past sixty years. In particular, it is the first to report all the manuscripts, papyri, and testimonial sources of the text, offering a new account of its history and a detailed review of the transmission of the Aristophanic corpus as a whole.",1990.0,320.0
334,1586,Lysistrata,Aristophanes/Douglass Parker,3.85,0451616227,9780451616227,eng,98,19,2,2/1/1970,Signet,lysistrata,Literary Criticism,http://books.google.com/books/content?id=ocDfwicPJMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Aristophanes helped shape comedy.... despite their often fantasical premises, were fairly consistently concerned with contemporary politics and social institutions. ... mildly aristocratic... patriotic ... suspicious of social innovation.... sympathetic to the struggles of the common people.... unrestrained in insult...exuberantly bawdy.",2003.0,132.0
335,1591,Lysistrata,Aristophanes/Sarah Ruden,3.85,0872206033,9780872206038,eng,132,30604,552,3/1/2003,Hackett Publishing Company  Inc.,lysistrata,Literary Criticism,http://books.google.com/books/content?id=a6uQuCQuSUoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aristophanes' Lysistrata was last edited in 1928, and the last commentary was in 1927; the only previous edition in English appeared in 1911. The present edition brings the play up to date in terms of the advances made in Aristophanic scholarship in the past sixty years. In particular, it is the first to report all the manuscripts, papyri, and testimonial sources of the text, offering a new account of its history and a detailed review of the transmission of the Aristophanic corpus as a whole.",1990.0,320.0
336,1591,Lysistrata,Aristophanes/Sarah Ruden,3.85,0872206033,9780872206038,eng,132,30604,552,3/1/2003,Hackett Publishing Company  Inc.,lysistrata,Literary Criticism,http://books.google.com/books/content?id=ocDfwicPJMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Aristophanes helped shape comedy.... despite their often fantasical premises, were fairly consistently concerned with contemporary politics and social institutions. ... mildly aristocratic... patriotic ... suspicious of social innovation.... sympathetic to the struggles of the common people.... unrestrained in insult...exuberantly bawdy.",2003.0,132.0
337,2025,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,0198144962,9780198144960,eng,320,76,6,6/21/1990,OUP Oxford,lysistrata,Literary Criticism,http://books.google.com/books/content?id=a6uQuCQuSUoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Aristophanes' Lysistrata was last edited in 1928, and the last commentary was in 1927; the only previous edition in English appeared in 1911. The present edition brings the play up to date in terms of the advances made in Aristophanic scholarship in the past sixty years. In particular, it is the first to report all the manuscripts, papyri, and testimonial sources of the text, offering a new account of its history and a detailed review of the transmission of the Aristophanic corpus as a whole.",1990.0,320.0
338,2025,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,0198144962,9780198144960,eng,320,76,6,6/21/1990,OUP Oxford,lysistrata,Literary Criticism,http://books.google.com/books/content?id=ocDfwicPJMwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Aristophanes helped shape comedy.... despite their often fantasical premises, were fairly consistently concerned with contemporary politics and social institutions. ... mildly aristocratic... patriotic ... suspicious of social innovation.... sympathetic to the struggles of the common people.... unrestrained in insult...exuberantly bawdy.",2003.0,132.0
339,1625,Twelfth Night,William Shakespeare,3.98,0743482778,9780743482776,eng,272,138101,2513,7/1/2004,Simon Schuster,twelfth night,Drama,http://books.google.com/books/content?id=auH_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2004.0,220.0
340,1625,Twelfth Night,William Shakespeare,3.98,0743482778,9780743482776,eng,272,138101,2513,7/1/2004,Simon Schuster,twelfth night,Drama,http://books.google.com/books/content?id=DPQ2dddy3_gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2005.0,222.0
341,12975,Twelfth Night,William Shakespeare/Alan Durband,3.98,0812036042,9780812036046,eng,256,157,18,8/1/1996,Barrons Educational Series,twelfth night,Drama,http://books.google.com/books/content?id=auH_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2004.0,220.0
342,12975,Twelfth Night,William Shakespeare/Alan Durband,3.98,0812036042,9780812036046,eng,256,157,18,8/1/1996,Barrons Educational Series,twelfth night,Drama,http://books.google.com/books/content?id=DPQ2dddy3_gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2005.0,222.0
343,12980,Twelfth Night,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.98,0743484967,9780743484961,eng,222,188,14,8/1/2005,Simon  Schuster,twelfth night,Drama,http://books.google.com/books/content?id=auH_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2004.0,220.0
344,12980,Twelfth Night,William Shakespeare/Barbara A. Mowat/Paul Werstine,3.98,0743484967,9780743484961,eng,222,188,14,8/1/2005,Simon  Schuster,twelfth night,Drama,http://books.google.com/books/content?id=DPQ2dddy3_gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2005.0,222.0
345,12982,Twelfth Night,William Shakespeare,3.98,0141014709,9780141014708,en-GB,240,199,21,4/7/2005,Penguin Classics,twelfth night,Drama,http://books.google.com/books/content?id=auH_ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2004.0,220.0
346,12982,Twelfth Night,William Shakespeare,3.98,0141014709,9780141014708,en-GB,240,199,21,4/7/2005,Penguin Classics,twelfth night,Drama,http://books.google.com/books/content?id=DPQ2dddy3_gC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Background information about Shakespeare, Elizabethan theater, and the text accompany his play about unrequited love and mistaken identity.",2005.0,222.0
347,1627,Brokeback Mountain,Annie Proulx,3.94,0743271327,9780743271325,eng,55,24985,1751,12/2/2005,Scribner,brokeback mountain,Fiction,http://books.google.com/books/content?id=tO5UnwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The friendship between Ennis del Mar and Jack Twist, two cowboys, evolves into an intimate relationship while they are working together as a herder and camp tender, sharing a bond that spans many years and frequent separations.",2005.0,55.0
348,1645,Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76,1862076650,9781862076655,eng,209,69,12,8/1/2004,Granta UK,money to burn,Fiction,http://books.google.com/books/content?id=d40p2M2ikJ8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A prize-winning novel from one of Argentina's most important contemporary authors, based on a true crime",2004.0,209.0
349,1703,Augustine: A Very Short Introduction,Henry Chadwick,3.71,0192854526,9780192854520,eng,144,236,33,6/7/2001,Oxford University Press  USA,augustine: a very short introduction,Biography & Autobiography,http://books.google.com/books/content?id=QnrRB19gQ0kC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Very Short Introductions offer stimulating, accessible introductions to a wide variety of subjects, demonstrating the finest contemporary thinking about their central problems and issues.'magisterial and highly readable.' -Bookseller",2001.0,144.0
350,1713,The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05,0156001268,9780156001267,eng,559,710,64,4/15/1995,Harcourt Brace,the metamorphoses of ovid,Literary Criticism,http://books.google.com/books/content?id=HK9gjD0wvaoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A new translation of the most famous work of a witty, irreverent Roman poet captures the mischievous spirit of this man of letters who wrote candid poems about love and suffered a death in exile.",1995.0,559.0
351,1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,014044789X,9780140447897,eng,723,48223,764,8/3/2004,Penguin,metamorphoses,"Mythology, Classical",http://books.google.com/books/content?id=hZ2EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,496.0
352,1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,014044789X,9780140447897,eng,723,48223,764,8/3/2004,Penguin,metamorphoses,Science,http://books.google.com/books/content?id=Mfp0AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ovid (Publius Ovidius Naso, 43 BCE-17 CE), born at Sulmo, studied rhetoric and law at Rome. Later he did considerable public service there, and otherwise devoted himself to poetry and to society. Famous at first, he offended the emperor Augustus by his Ars Amatoria, and was banished because of this work and some other reason unknown to us, and dwelt in the cold and primitive town of Tomis on the Black Sea. He continued writing poetry, a kindly man, leading a temperate life. He died in exile. Ovid's main surviving works are the Metamorphoses, a source of inspiration to artists and poets including Chaucer and Shakespeare; the Fasti, a poetic treatment of the Roman year of which Ovid finished only half; the Amores, love poems; the Ars Amatoria, not moral but clever and in parts beautiful; Heroides, fictitious love letters by legendary women to absent husbands; and the dismal works written in exile: the Tristia, appeals to persons including his wife and also the emperor; and similar Epistulae ex Ponto. Poetry came naturally to Ovid, who at his best is lively, graphic and lucid. The Loeb Classical Library edition of Ovid is in six volumes.",1976.0,499.0
353,1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,014044789X,9780140447897,eng,723,48223,764,8/3/2004,Penguin,metamorphoses,,,The brilliant historical epic “Metamorphoses” is Ovid's magnum opus.,2006.0,
354,1715,Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,014044789X,9780140447897,eng,723,48223,764,8/3/2004,Penguin,metamorphoses,,http://books.google.com/books/content?id=GfuWoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,CONTENTSBOOK THE FIRSTBOOK THE SECONDBOOK THE THIRDBOOK THE FOURTHBOOK THE FIFTHBOOK THE SIXTHBOOK THE SEVENTHBOOK THE EIGHTHBOOK THE NINTHBOOK THE TENTHBOOK THE ELEVENTHBOOK THE TWELFTHBOOK THE THIRTEENTHBOOK THE FOURTEENTHBOOK THE FIFTEENTH,2012.0,
355,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,0393058107,9780393058109,eng,624,30,8,11/17/2003,W. W. Norton  Company,metamorphoses,"Mythology, Classical",http://books.google.com/books/content?id=hZ2EAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,496.0
356,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,0393058107,9780393058109,eng,624,30,8,11/17/2003,W. W. Norton  Company,metamorphoses,Science,http://books.google.com/books/content?id=Mfp0AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Ovid (Publius Ovidius Naso, 43 BCE-17 CE), born at Sulmo, studied rhetoric and law at Rome. Later he did considerable public service there, and otherwise devoted himself to poetry and to society. Famous at first, he offended the emperor Augustus by his Ars Amatoria, and was banished because of this work and some other reason unknown to us, and dwelt in the cold and primitive town of Tomis on the Black Sea. He continued writing poetry, a kindly man, leading a temperate life. He died in exile. Ovid's main surviving works are the Metamorphoses, a source of inspiration to artists and poets including Chaucer and Shakespeare; the Fasti, a poetic treatment of the Roman year of which Ovid finished only half; the Amores, love poems; the Ars Amatoria, not moral but clever and in parts beautiful; Heroides, fictitious love letters by legendary women to absent husbands; and the dismal works written in exile: the Tristia, appeals to persons including his wife and also the emperor; and similar Epistulae ex Ponto. Poetry came naturally to Ovid, who at his best is lively, graphic and lucid. The Loeb Classical Library edition of Ovid is in six volumes.",1976.0,499.0
357,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,0393058107,9780393058109,eng,624,30,8,11/17/2003,W. W. Norton  Company,metamorphoses,,,The brilliant historical epic “Metamorphoses” is Ovid's magnum opus.,2006.0,
358,1718,Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,0393058107,9780393058109,eng,624,30,8,11/17/2003,W. W. Norton  Company,metamorphoses,,http://books.google.com/books/content?id=GfuWoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,CONTENTSBOOK THE FIRSTBOOK THE SECONDBOOK THE THIRDBOOK THE FOURTHBOOK THE FIFTHBOOK THE SIXTHBOOK THE SEVENTHBOOK THE EIGHTHBOOK THE NINTHBOOK THE TENTHBOOK THE ELEVENTHBOOK THE TWELFTHBOOK THE THIRTEENTHBOOK THE FOURTEENTHBOOK THE FIFTEENTH,2012.0,
359,1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,069101597X,9780691015972,eng,440,12,0,11/16/1997,Princeton University Press,dionysiac poetics and euripides' bacchae,Literary Criticism,http://books.google.com/books/content?id=ClJYo5FOFLIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Includes afterword (p. 349-393) by the author: Dionysus and the Bacchae in the light of recent scholarship.,1997.0,440.0
360,1801,Reading Greek Tragedy,Simon Goldhill,4.12,0521315794,9780521315791,eng,302,32,3,8/5/1986,Cambridge University Press,reading greek tragedy,Drama,http://books.google.com/books/content?id=zmQKcdh4i-oC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"This book is an advanced critical introduction to Greek tragedy. It is written specifically for the reader who does not know Greek and who may be unfamiliar with the context of the Athenian drama festival but who nevertheless wants to appreciate the plays in all their complexity. Simon Goldhill aims to combine the best contemporary scholarly criticism in classics with a wide knowledge of modern literary studies in other fields. He discusses the masterpieces of Athenian drama in the light of contemporary critical controversies in such a way as to enable the student or scholar not only to understand and appreciate the texts of the most commonly read plays, but also to evaluate and utilize the range of approaches to the problems of ancient drama.",1986.0,302.0
361,1845,Into the Wild,Jon Krakauer,3.98,0385486804,9780385486804,eng,207,800349,18198,1/20/1997,Anchor Books,into the wild,True Crime,http://books.google.com/books/content?id=X7M1DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Using the true story of a young man, who in 1992 walked deep into the Alaskan wilderness and whose SOS note and emaciated corpse were found four months later, Krakauer explores the obsession which leads some people to explore the outer limits of self, leave civilization behind and seek enlightenment through solitude and contact with nature.",1998.0,206.0
362,1852,The Call of the Wild,Jack London/Avi,3.86,0439227143,9780439227148,eng,172,274649,7203,1/1/2001,Scholastic,the call of the wild,Juvenile Fiction,http://books.google.com/books/content?id=j6L-qusnoTUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When Buck is stolen from his kind family, he must quickly learn a new set of survival rules as he is taken away to the gold-crazed North by unsavory men. Original.",2000.0,172.0
363,37673,The Call of the Wild,Jack London/Wendell Minor,3.86,068981836X,9780689818363,eng,128,188,16,10/1/1999,Aladdin,the call of the wild,Juvenile Fiction,http://books.google.com/books/content?id=j6L-qusnoTUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"When Buck is stolen from his kind family, he must quickly learn a new set of survival rules as he is taken away to the gold-crazed North by unsavory men. Original.",2000.0,172.0
